rownames,JOURNAL,departement,item_year,item_day,item_month,ref_doc,item_account,amount,details,company,project,nature
10910,CTE,NE9,2020,30,9,12,63120000,38.11,TIMBRE_FISCAUX_EXO ETS IZIKI,,NE902,T65720
10911,CTE,NE9,2020,30,9,12,61000000,439.82,PDIEM_CORRINE_3009->3110 TCHOULA,,NE902,T66220
10912,CTE,NE9,2020,30,9,12,62835000,64.03,PDIEM_RESP DATA_28->0410_LASSA S,,NE999,T66210
10913,CTE,NE9,2020,30,9,12,67200000,9.15,REPAR_PNEU_EPI20,,NE910,T65120
10914,CTE,NE9,2020,30,9,12,62835000,5.34,PDIEM_CHAUFF_3009 MAMANE DINI,,NE910,T66210
10915,CTE,NE9,2020,30,9,12,63120000,3.05,PEAGE_ROUTIER,,NE910,T65720
10916,CTE,NE9,2020,30,9,12,61000000,425.33,PDIEM_ROBERT_01->3110_LASSA NSAI,,NE999,T66220
10917,CTE,NE9,2020,30,9,12,61000000,425.33,PDIEM_MARK_01->3110_LASSA NDIFON,,NE999,T66220
10918,CTE,NE9,2020,30,9,12,63120000,6.1,PEAGE_ROUTIER,,NE910,T65720
10919,CTE,NE9,2020,30,9,12,63120000,3.05,TICKET_PARKING,,NE910,T65720
10920,CTE,NE9,2020,30,9,12,63730000,12.2,4BALAIS+PELE_BUR KARIM HASKE,,NE910,T61220
10921,CTE,NE9,2020,30,9,12,63730000,12.2,4BALAIS+PELE_MSON KARIM HASKE,,NE910,T61220
10922,CTE,NE9,2020,30,9,12,63730000,110.98,NI. CAUTION ELCTRICITE MAISON 2,,NE910,T61220
10923,BTE,NE9,2020,30,9,9,62410000,231.72,VIR_SAL_0920_Gardien_NE9101_0000,,NE910,T66006
10924,BTE,NE9,2020,30,9,9,62310000,27.14,C_4707832_IUTS_0920_ Infirmier I,,NE954,T66003
10925,BTE,NE9,2020,30,9,9,62410000,231.72,VIR_SAL_0920_Gardien_NE9101_0000,,NE910,T66006
10926,BTE,NE9,2020,30,9,9,62410000,231.72,VIR_SAL_0920_Gardien_NE9101_0001,,NE910,T66006
10927,BTE,NE9,2020,30,9,9,67320000,156.47,VIR_DEDOUNANN+ENLEV_MED+EQT MED_,,NE954,T64030
10928,BTE,NE9,2020,30,9,9,62410000,229.44,VIR_SAL_0920_Gardien_NE9101_0002,,NE910,T66006
10929,BTE,NE9,2020,30,9,9,67320000,62.48,VIR_DEDOUNANN+ENLEV_MED+EQT MED_,,NE965,T64030
10930,BTE,NE9,2020,30,9,9,62210000,178.37,VIR_SAL_0920_Lavandier_NE9101_00,,NE910,T66002
10931,BTE,NE9,2020,30,9,9,67320000,2674.23,VIR_DEDOUNANN+ENLEV_MED+EQT MED_,,NE968,T64030
10932,BTE,NE9,2020,30,9,9,62210000,958.14,VIR_SAL_0920_Resp_FinRH_NE9101_0,,NE910,T66002
10933,BTE,NE9,2020,30,9,9,67320000,76.79,VIR_ENLEV_MED+EQT MED_LABO_HD_MD,,NE945,T64030
10934,BTE,NE9,2020,30,9,9,62410000,192.85,VIR_SAL_0920_Gardien_NE9101_0003,,NE910,T66006
10935,BTE,NE9,2020,30,9,9,67320000,374.91,VIR_DEDOUAN+ENLEV_MATOS_LOG AS L,,NE902,T64030
10936,BTE,NE9,2020,30,9,9,62410000,282.03,VIR_SAL_0920_Chauffeur_NE9101_00,,NE910,T66006
10937,BTE,NE9,2020,30,9,9,79080000,-438.53,VIR_EXO_TVA19%_DEDOUNANN+ENLEV_M,,NE910,T71400
10938,BTE,NE9,2020,30,9,9,63104000,614.97,VIR_ELECT_0820_BUR NIGELEC,,NE902,T65200
10939,BTE,NE9,2020,30,9,9,61110000,197.04,VIR_ELECT_0820_MSON1 NIGELEC,,NE902,T65200
10940,BTE,NE9,2020,30,9,9,61110000,80.79,VIR_ELECT_0820_MSON2 NIGELEC,,NE902,T65200
10941,BTE,NE9,2020,30,9,9,62950000,215.76,VIR_ELECT_0820_CABMED NIGELEC,,NE954,T65200
10942,BTE,NE9,2020,30,9,9,62410000,237.06,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10943,BTE,NE9,2020,30,9,9,62410000,230.96,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10944,BTE,NE9,2020,30,9,9,62410000,243.92,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10945,BTE,NE9,2020,30,9,9,62410000,117.39,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE954,T66006
10946,BTE,NE9,2020,30,9,9,62210000,229.44,MA.VIR.SAL.SEPTEMBRE 2020 Cuisin,,NE902,T66002
10947,BTE,NE9,2020,30,9,9,62410000,448.2,MA.VIR.SAL.SEPTEMBRE 2020 Achete,,NE902,T66006
10948,BTE,NE9,2020,30,9,9,62410000,246.97,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10949,BTE,NE9,2020,30,9,9,62210000,208.09,MA.VIR.SAL.SEPTEMBRE 2020 Lavand,,NE902,T66002
10950,BTE,NE9,2020,30,9,9,62410000,320.14,MA.VIR.SAL.SEPTEMBRE 2020 Radio,,NE902,T66006
10951,BTE,NE9,2020,30,9,9,62410000,236.3,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10952,BTE,NE9,2020,30,9,9,62410000,243.92,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10953,BTE,NE9,2020,30,9,9,62410000,233.25,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10954,BTE,NE9,2020,30,9,9,62831100,37.32,CNSS_0920_COT.PATRON_Gardien_NE9,,NE910,T66100
10955,BTE,NE9,2020,30,9,9,62831100,32.95,CNSS_0920_COT.PATRON_Lavandier_N,,NE910,T66100
10956,BTE,NE9,2020,30,9,9,62831100,128.82,CNSS_0920_COT.PATRON_Respons.Fin,,NE910,T66100
10957,BTE,NE9,2020,30,9,9,62831100,35.39,CNSS_0920_COT.PATRON_Gardien_NE9,,NE910,T66100
10958,BTE,NE9,2020,30,9,9,62831100,52.93,CNSS_0920_COT.PATRON_Chauffeur_N,,NE910,T66100
10959,BTE,NE9,2020,30,9,9,62831100,53.86,CNSS_0920_COT.PATRON_Chauffeur_N,,NE910,T66100
10960,BTE,NE9,2020,30,9,9,62831100,39.6,CNSS_0920_COT.PATRON_CuisinierLa,,NE910,T66100
10961,BTE,NE9,2020,30,9,9,62831100,36.86,CNSS_0920_COT.PATRON_Gardien_NE9,,NE910,T66100
10962,BTE,NE9,2020,30,9,9,62831100,34.78,CNSS_0920_COT.PATRON_Gardien_NE9,,NE910,T66100
10963,BTE,NE9,2020,30,9,9,62831100,51.07,CNSS_0920_COT.PATRON_Chauffeur_N,,NE910,T66100
10964,BTE,NE9,2020,30,9,9,62831100,49.21,CNSS_0920_COT.PATRON_Secretaire_,,NE910,T66100
10965,BTE,NE9,2020,30,9,9,62831100,128.82,CNSS_0920_COT.PATRON_Respons.Epi,,NE910,T66100
10966,BTE,NE9,2020,30,9,9,62831100,105.12,CNSS_0920_COT.PATRON_Assist Coor,,NE910,T66100
10967,BTE,NE9,2020,30,9,9,62831100,108.55,CNSS_0920_COT.PATRON_Super Log_N,,NE910,T66100
10968,BTE,NE9,2020,30,9,9,62831100,32.83,CNSS_0920_COT.PATRON_Gardien_NE9,,NE910,T66100
10969,BTE,NE9,2020,30,9,9,62831100,46.43,CNSS_0920_COT.PATRON_Chauffeur_N,,NE910,T66100
10970,BTE,NE9,2020,30,9,9,62831100,32.83,CNSS_0920_COT.PATRON_Gardien_NE9,,NE910,T66100
10971,BTE,NE9,2020,30,9,9,62831100,107.1,CNSS_0920_COT.PATRON_Supervis In,,NE902,T66100
10972,CTE,NE9,2020,30,9,12,63730000,156.71,NI. C 149 CAUTION ABONN ELECTRIC,,NE910,T61220
10973,CTE,NE9,2020,30,9,12,63730000,126.22,NI. POLICE ABT ELECTRICIT,,NE910,T61220
10974,BTE,NE9,2020,30,9,9,62310000,527.47,VIR_SAL_0920_Superviseur Infirmi,,NE902,T66003
10975,BTE,NE9,2020,30,9,9,62410000,285.84,VIR_SAL_0920_Chauffeur_NE9101_00,,NE910,T66006
10976,BTE,NE9,2020,30,9,9,62310000,1166.23,VIR_SAL_0920_Referent scientifiq,,NE910,T66003
10977,BTE,NE9,2020,30,9,9,62210000,214.19,VIR_SAL_0920_CuisinierLavandier_,,NE910,T66002
10978,BTE,NE9,2020,30,9,9,62410000,227.15,VIR_SAL_0920_Gardien_NE9101_0005,,NE910,T66006
10979,BTE,NE9,2020,30,9,9,62410000,216.48,VIR_SAL_0920_Gardien_NE9101_0005,,NE910,T66006
10980,BTE,NE9,2020,30,9,9,62410000,5.84,C_4707832_IUTS_0920_ Gardien MAI,,NE902,T66006
10981,BTE,NE9,2020,30,9,9,62410000,272.12,VIR_SAL_0920_Chauffeur_NE9101_00,,NE910,T66006
10982,BTE,NE9,2020,30,9,9,62410000,8.14,C_4707832_IUTS_0920_ Gardien MOU,,NE902,T66006
10983,BTE,NE9,2020,30,9,9,62210000,257.64,VIR_SAL_0920_Secretaire_NE9101_0,,NE910,T66002
10984,BTE,NE9,2020,30,9,9,62310000,875.06,VIR_SAL_0920_Responsable Epidemi,,NE910,T66003
10985,BTE,NE9,2020,30,9,9,62210000,508.42,VIR_SAL_0920_Assistant Coordo RH,,NE910,T66002
10986,BTE,NE9,2020,30,9,9,62410000,514.52,VIR_SAL_0920_Superviseur Logisti,,NE910,T66006
10987,BTE,NE9,2020,30,9,9,62410000,203.52,VIR_SAL_0920_Gardien_NE9101_0008,,NE910,T66006
10988,BTE,NE9,2020,30,9,9,62410000,249.25,VIR_SAL_0920_Chauffeur_NE9101_00,,NE910,T66006
10989,BTE,NE9,2020,30,9,9,62410000,203.52,VIR_SAL_0920_Gardien_NE9101_0008,,NE910,T66006
10990,BTE,NE9,2020,30,9,9,62410000,230.96,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10991,BTE,NE9,2020,30,9,9,62310000,891.83,MA.VIR.SAL.SEPTEMBRE 2020 Respon,,NE902,T66003
10992,BTE,NE9,2020,30,9,9,62310000,592.26,MA.VIR.SAL.SEPTEMBRE 2020 Superv,,NE902,T66003
10993,BTE,NE9,2020,30,9,9,62410000,318.62,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE902,T66006
10994,BTE,NE9,2020,30,9,9,62210000,889.54,MA.VIR.SAL.SEPTEMBRE 2020 Repons,,NE902,T66002
10995,BTE,NE9,2020,30,9,9,62410000,242.39,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10996,BTE,NE9,2020,30,9,9,62410000,235.53,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
10997,BTE,NE9,2020,30,9,9,62410000,272.88,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE965,T66006
10998,BTE,NE9,2020,30,9,9,62410000,258.4,MA.VIR.SAL.SEPTEMBRE 2020 Hygien,,NE902,T66006
10999,BTE,NE9,2020,30,9,9,62210000,846.09,MA.VIR.SAL.SEPTEMBRE 2020 Respon,,NE902,T66002
11000,BTE,NE9,2020,30,9,9,62410000,387.98,MA.VIR.SAL.SEPTEMBRE 2020 Techni,,NE902,T66006
11001,BTE,NE9,2020,30,9,9,62310000,650.96,MA.VIR.SAL.SEPTEMBRE 2020 Gestio,,NE902,T66003
11002,BTE,NE9,2020,30,9,9,62410000,585.4,MA.VIR.SAL.SEPTEMBRE 2020 Gestio,,NE902,T66006
11003,BTE,NE9,2020,30,9,9,62410000,317.86,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE902,T66006
11004,BTE,NE9,2020,30,9,9,62410000,243.16,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11005,BTE,NE9,2020,30,9,9,62410000,243.16,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11006,BTE,NE9,2020,30,9,9,62410000,236.3,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11007,BTE,NE9,2020,30,9,9,62410000,241.63,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11008,BTE,NE9,2020,30,9,9,62831100,128.82,CNSS_0920_COT.PATRON_Ref scienti,,NE910,T66100
11009,BTE,NE9,2020,30,9,9,62410000,10.33,IUTS_0920_Gardien_NE9101_00005_P,,NE910,T66006
11010,BTE,NE9,2020,30,9,9,62410000,10.51,IUTS_0920_Gardien_NE9101_00007_P,,NE910,T66006
11011,BTE,NE9,2020,30,9,9,62410000,12.07,IUTS_0920_Gardien_NE9101_00012_P,,NE910,T66006
11012,BTE,NE9,2020,30,9,9,62410000,9.18,IUTS_0920_Gardien_NE9101_00027_P,,NE910,T66006
11013,BTE,NE9,2020,30,9,9,62210000,6.71,IUTS_0920_Lavandier_NE9101_00034,,NE910,T66002
11014,BTE,NE9,2020,30,9,9,62210000,136.48,IUTS_0920_Responsable FinRH_NE91,,NE910,T66002
11015,BTE,NE9,2020,30,9,9,62410000,5.67,IUTS_0920_Gardien_NE9101_00038_P,,NE910,T66006
11016,BTE,NE9,2020,30,9,9,62410000,15.37,IUTS_0920_Chauffeur_NE9101_00040,,NE910,T66006
11017,BTE,NE9,2020,30,9,9,62410000,16.14,IUTS_0920_Chauffeur_NE9101_00042,,NE910,T66006
11018,BTE,NE9,2020,30,9,9,62210000,7.87,IUTS_0920_CuisinierLavand_NE9101,,NE910,T66002
11019,BTE,NE9,2020,30,9,9,62410000,8.47,IUTS_0920_Gardien_NE9101_00050_P,,NE910,T66006
11020,BTE,NE9,2020,30,9,9,62410000,7.54,IUTS_0920_Gardien_NE9101_00052_P,,NE910,T66006
11021,BTE,NE9,2020,30,9,9,62410000,14.33,IUTS_0920_Chauffeur_NE9101_00059,,NE910,T66006
11022,BTE,NE9,2020,30,9,9,62210000,18.29,IUTS_0920_Secretaire_NE9101_0006,,NE910,T66002
11023,BTE,NE9,2020,30,9,9,62310000,181.83,IUTS_0920_Responsable Epidemio_N,,NE910,T66003
11024,BTE,NE9,2020,30,9,9,62210000,81.58,IUTS_0920_Assist Coordo RHFIN_NE,,NE910,T66002
11025,CTE,NE9,2020,30,9,12,61000000,411.61,PDIEM_SAMAKE_01-3009_RESP PHARMA,,NE902,T66220
11026,CTE,NE9,2020,30,9,12,61000000,411.61,PDIEM_OGUINDO_01->3009_COOR_ETUD,,NE902,T66220
11027,CTE,NE9,2020,30,9,12,61000000,411.61,PDIEM_YVON_01->3109_RESP_LOG DOU,,NE902,T66220
11028,CTE,NE9,2020,30,9,12,61000000,411.61,PDIEM_ISABELLE_01->3009_RESP_LAB,,NE969,T66220
11029,CTE,NE9,2020,30,9,12,63200000,33.54,ABONN_CANAL_MAISON1_0920 SATCOM,,NE902,T65300
11030,CTE,NE9,2020,30,9,12,63200000,33.54,ABONN_CANAL+_MAISON2_0920 SATCOM,,NE902,T65300
11031,CTE,NE9,2020,30,9,12,63200000,33.54,ABONN_CANAL+_MAISON3_0920 SATCOM,,NE902,T65300
11032,CTE,NE9,2020,30,9,12,63200000,30.49,CREDIT_CONNEX_PHARMA_0920 BOUTIQ,,NE902,T65300
11033,CTE,NE9,2020,30,9,12,63200000,7.62,CREDIT_CONNEX_CABMED_0920 ORANGE,,NE954,T65300
11034,CTE,NE9,2020,30,9,12,68010000,30.49,JRL_MANOEUVR_DEPLAC_GENE_ANDOUME,,NE965,T65540
11035,CTE,NE9,2020,30,9,12,62835000,9.15,PDIEM_3008_CHAUF_KISS_YAYA MOUSS,,NE902,T66210
11036,CTE,NE9,2020,30,9,12,63120000,2.29,PEAGE_3008_KISS_YAYA_EPI21 CAFER,,NE902,T65720
11037,CTE,NE9,2020,30,9,12,63110000,18.29,RAMASSAGE_ORDURES_0920_BUR SANI,,NE902,T65100
11038,CTE,NE9,2020,30,9,12,61110000,9.15,RAMASSAGE_ORDURES_0920_MSON1 SAN,,NE902,T65100
11039,CTE,NE9,2020,30,9,12,61110000,9.15,RAMASSAGE_ORDURES_0920_MSON2 SAN,,NE902,T65100
11040,CTE,NE9,2020,30,9,12,61110000,9.15,RAMASSAGE_ORDURES_0920_MSON3 SAN,,NE902,T65100
11041,BTE,NE9,2020,30,9,9,62310000,57.59,C_4707832_IUTS_0920_ Technicien,,NE965,T66003
11042,BTE,NE9,2020,30,9,9,62310000,55.38,C_4707832_IUTS_0920_ Technicien,,NE965,T66003
11043,BTE,NE9,2020,30,9,9,62310000,59.07,C_4707832_IUTS_0920_ Technicien,,NE965,T66003
11044,BTE,NE9,2020,30,9,9,62310000,120.75,C_4707832_IUTS_0920_ Medecin ADA,,NE965,T66003
11045,BTE,NE9,2020,30,9,9,62210000,2.62,C_4707832_IUTS_0920_ Lavandier S,,NE954,T66002
11046,BTE,NE9,2020,30,9,9,62310000,16.45,C_4707832_IUTS_0920_ Aide Soigna,,NE965,T66003
11047,BTE,NE9,2020,30,9,9,62310000,102.31,C_4707832_IUTS_0920_ Superviseur,,NE965,T66003
11048,BTE,NE9,2020,30,9,9,62310000,13.8,C_4707832_IUTS_0920_ Aide Soigna,,NE965,T66003
11049,BTE,NE9,2020,30,9,9,62310000,230.73,C_4707832_IUTS_0920_ Moniteur_J&,,NE999,T66003
11050,BTE,NE9,2020,30,9,9,62310000,13.28,C_4707832_IUTS_0920_ Aide Soigna,,NE965,T66003
11051,BTE,NE9,2020,30,9,9,62210000,63.1,C_4707832_IUTS_0920_ Assistant R,,NE902,T66002
11052,BTE,NE9,2020,30,9,9,62410000,65.48,C_4707832_IUTS_0920_ Superviseur,,NE902,T66006
11053,BTE,NE9,2020,30,9,9,62310000,168.83,C_4707832_IUTS_0920_ Medecin Inv,,NE965,T66003
11054,BTE,NE9,2020,30,9,9,62310000,169.26,C_4707832_IUTS_0920_ Medecin YAC,,NE902,T66003
11055,BTE,NE9,2020,30,9,9,62310000,24.11,C_4707832_IUTS_0920_ Charge de S,,NE965,T66003
11056,BTE,NE9,2020,30,9,9,62310000,48.65,C_4707832_IUTS_0920_ Infirmier D,,NE965,T66003
11057,BTE,NE9,2020,30,9,9,62310000,157.56,C_4707832_IUTS_0920_ Medecin MOU,,NE965,T66003
11058,BTE,NE9,2020,30,9,9,62410000,361.3,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE902,T66006
11059,BTE,NE9,2020,30,9,9,62310000,413.14,MA.VIR.SAL.SEPTEMBRE 2020 Infirm,,NE965,T66003
11060,BTE,NE9,2020,30,9,9,62410000,224.86,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11061,BTE,NE9,2020,30,9,9,62410000,110.91,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE954,T66006
11062,BTE,NE9,2020,30,9,9,62310000,612.08,MA.VIR.SAL.SEPTEMBRE 2020 Superv,,NE902,T66003
11063,BTE,NE9,2020,30,9,9,62410000,211.9,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11064,BTE,NE9,2020,30,9,9,62310000,510.7,MA.VIR.SAL.SEPTEMBRE 2020 Techni,,NE902,T66003
11065,BTE,NE9,2020,30,9,9,62410000,223.34,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11066,BTE,NE9,2020,30,9,9,62410000,320.91,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE902,T66006
11067,BTE,NE9,2020,30,9,9,62310000,399.42,MA.VIR.SAL.SEPTEMBRE 2020 Infirm,,NE965,T66003
11068,BTE,NE9,2020,30,9,9,62410000,186.75,MA.VIR.SAL.SEPTEMBRE 2020 Agent,,NE902,T66006
11069,BTE,NE9,2020,30,9,9,62310000,386.46,MA.VIR.SAL.SEPTEMBRE 2020 Infirm,,NE965,T66003
11070,BTE,NE9,2020,30,9,9,62310000,400.18,MA.VIR.SAL.SEPTEMBRE 2020 Infirm,,NE965,T66003
11071,BTE,NE9,2020,30,9,9,62210000,238.58,MA.VIR.SAL.SEPTEMBRE 2020 Cuisin,,NE902,T66002
11072,BTE,NE9,2020,30,9,9,62410000,215.72,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11073,BTE,NE9,2020,30,9,9,62310000,339.96,MA.VIR.SAL.SEPTEMBRE 2020 Charge,,NE965,T66003
11074,BTE,NE9,2020,30,9,9,62410000,219.53,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11075,BTE,NE9,2020,30,9,9,62410000,94.29,IUTS_0920_Superviseur Log_NE9101,,NE910,T66006
11076,BTE,NE9,2020,30,9,9,62410000,8.49,IUTS_0920_Gardien_NE9101_00087_P,,NE910,T66006
11077,BTE,NE9,2020,30,9,9,62410000,11.12,IUTS_0920_Chauffeur_NE9101_00088,,NE910,T66006
11078,BTE,NE9,2020,30,9,9,62410000,9.88,IUTS_0920_Gardien_NE9101_00089_P,,NE910,T66006
11079,BTE,NE9,2020,30,9,9,62310000,73.23,IUTS_0920_Superviseur Inf Rech_M,,NE902,T66003
11080,BTE,NE9,2020,30,9,9,62310000,277.44,IUTS_0920_Ref scientifique Pays_,,NE910,T66003
11081,CTE,NE9,2020,30,9,12,62800000,6.1,FRAISMED_MI028_CUI_0920 BALKISSA,,NE954,T66230
11082,CTE,NE9,2020,30,9,12,63150000,25.15,CHANGEM_FEUILL_CONTRE_PLAQU_BUR3,,NE902,T63100
11083,CTE,NE9,2020,30,9,12,62700000,12.2,JRL_1009_CHAUF_APPUI_PHARMA DAN,,NE902,T66300
11084,CTE,NE9,2020,30,9,12,62700000,24.39,JRL_12->1309_APPUI_ANDOUME ILLA,,NE965,T66300
11085,CTE,NE9,2020,30,9,12,62700000,24.39,JRL_12->1309_APPUI_ANDOUME ISSA,,NE965,T66300
11086,CTE,NE9,2020,30,9,12,62700000,8.69,JRL_1808_GARD_REMPL ISSAKA HAKIL,,NE902,T66306
11087,CTE,NE9,2020,30,9,12,62700000,8.38,JRL_1109_DEMONTAG_MAT_IT_BUR3 IS,,NE902,T66300
11088,CTE,NE9,2020,30,9,12,62950000,4.57,RAMASSAGE_ORDURES_092_CABMED SAN,,NE954,T65100
11089,CTE,NE9,2020,30,9,12,67410000,16.77,BILLET_BUS_MDI->NY_REF_RADIO AZA,,NE902,T64100
11090,CTE,NE9,2020,30,9,12,63730000,9.07,50CARNETS_PATIENT_ANDOUME LIBRAI,,NE965,T61220
11091,CTE,NE9,2020,30,9,12,63730000,90.71,CONFECT_5REGIST_LABO_DeTACT LIBR,,NE965,T61220
11092,CTE,NE9,2020,30,9,12,63730000,8.38,SERRUR_COMPL+CANON_CHR ELH SALIS,,NE902,T61220
11093,CTE,NE9,2020,30,9,12,63730000,6.1,2CANON_SERRU_PHARMA ELH SALISSOU,,NE902,T61220
11094,CTE,NE9,2020,30,9,12,63730000,24.39,8CANON_SERRU_ANDOUME ELH SALISSO,,NE965,T61220
11095,CTE,NE9,2020,30,9,12,64610000,28.58,REPAR_CHAISE_ANDOUME SANI GARBA,,NE965,T65110
11096,CTE,NE9,2020,30,9,12,61110000,22.87,TRAV_PLOMB_MSON2 IBRAHIM AHMED,,NE902,T65100
11097,CTE,NE9,2020,30,9,12,63040000,53.36,REPAR_PHOTOCOPIEUSE_BUR MARADI_E,,NE902,T65110
11098,CTE,NE9,2020,30,9,12,68010000,15.24,SOUDUR_TUYAU_ANTENNE OUSMANE AUG,,NE902,T65540
11099,CTE,NE9,2020,30,9,12,62800000,32.09,FRAISMED_MI639_TECHLAB_0920 IBRA,,NE954,T66230
11100,CTE,NE9,2020,30,9,12,62800000,1.14,FRAISMED_MI187_CHAUF_0920 MAHAMA,,NE954,T66230
11101,BTE,NE9,2020,30,9,9,61110000,9.02,C 4707833_EAU_0820_PHARMA SEEN,,NE902,T65200
11102,BTE,NE9,2020,30,9,9,61110000,18.48,C 4707833_EAU_0820_MSON1 SEEN,,NE902,T65200
11103,BTE,NE9,2020,30,9,9,61110000,9.51,C 4707833_EAU_0820_MSON2 SEEN,,NE902,T65200
11104,BTE,NE9,2020,30,9,9,61110000,68.93,C 4707833_EAU_0820_MSON3 SEEN,,NE902,T65200
11105,BTE,NE9,2020,30,9,9,61110000,53.98,C 4707833_EAU_0820_BUR SEEN,,NE902,T65200
11106,BTE,NE9,2020,30,9,9,62950000,4.1,C 4707833_EAU_0820_CABMED SEEN,,NE954,T65200
11107,BTE,NE9,2020,30,9,9,65700000,114.34,C 4707818_AVCE_REAB_SALL_HOSPI_A,,NE965,T63100
11108,BTE,NE9,2020,30,9,9,63110000,114.34,C 4707817_RECHGE_5_EXTINCT_9KG_B,,NE902,T65200
11109,BTE,NE9,2020,30,9,9,63104000,114.34,C 4707817_RECHGE_5_EXTINCT_9KG_P,,NE902,T65200
11110,BTE,NE9,2020,30,9,9,63104000,137.2,C 4707817_RECHGE_6_EXTINCT_9KG_L,,NE969,T65200
11111,BTE,NE9,2020,30,9,9,62410000,103.28,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE954,T66006
11112,BTE,NE9,2020,30,9,9,62410000,322.43,MA.VIR.SAL.SEPTEMBRE 2020 Techni,,NE902,T66006
11113,BTE,NE9,2020,30,9,9,62310000,384.17,MA.VIR.SAL.SEPTEMBRE 2020 Infirm,,NE965,T66003
11114,BTE,NE9,2020,30,9,9,62310000,509.94,MA.VIR.SAL.SEPTEMBRE 2020 Techni,,NE965,T66003
11115,BTE,NE9,2020,30,9,9,62310000,387.6,MA.VIR.SAL.SEPTEMBRE 2020 Medeci,,NE954,T66003
11116,BTE,NE9,2020,30,9,9,62210000,538.14,MA.VIR.SAL.SEPTEMBRE 2020 Assist,,NE902,T66002
11117,BTE,NE9,2020,30,9,9,62410000,227.91,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11118,BTE,NE9,2020,30,9,9,62410000,225.62,MA.VIR.SAL.SEPTEMBRE 2020 Hygien,,NE902,T66006
11119,BTE,NE9,2020,30,9,9,62310000,260.69,MA.VIR.SAL.SEPTEMBRE 2020 Aide S,,NE965,T66003
11120,BTE,NE9,2020,30,9,9,62310000,236.68,MA.VIR.SAL.SEPTEMBRE 2020 Infirm,,NE954,T66003
11121,BTE,NE9,2020,30,9,9,62410000,311.76,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE965,T66006
11122,BTE,NE9,2020,30,9,9,62310000,458.11,MA.VIR.SAL.SEPTEMBRE 2020 Techni,,NE965,T66003
11123,BTE,NE9,2020,30,9,9,62410000,334.63,MA.VIR.SAL.SEPTEMBRE 2020 Chauff,,NE902,T66006
11124,BTE,NE9,2020,30,9,9,62410000,236.3,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11125,BTE,NE9,2020,30,9,9,62410000,235.53,MA.VIR.SAL.SEPTEMBRE 2020 Gardie,,NE902,T66006
11126,CTE,NE9,2020,30,9,12,62700000,8.69,JRL_1709_GARD_REMPL ISSAKA HAKIL,,NE902,T66306
11127,CTE,NE9,2020,30,9,12,62700000,8.38,JRL_1109_DESHERBAG_STOCK_PIECES,,NE902,T66300
11128,CTE,NE9,2020,30,9,12,62700000,8.38,JRL_1109_DESHERBAG_STOCK_PIECES,,NE902,T66300
11129,CTE,NE9,2020,30,9,12,62700000,17.38,JRL_0409_GARD_REMPL DAN LAMSO MA,,NE902,T66306
11130,CTE,NE9,2020,30,9,12,62700000,12.2,JRL_1809_CHAUF_REMPL DAN BAKI IS,,NE902,T66306
11131,CTE,NE9,2020,30,9,12,62950000,2.29,REHABIL_CHARIOT_ADOUME DJARIRI A,,NE965,T65110
11132,CTE,NE9,2020,30,9,12,63730000,6.1,BACK_A_EAU_60L_LABO HADJIA LANTA,,NE965,T61220
